prediction,tweet
0,"@A_Frog_4_Life: If you're interested in 'balancing' work and pleasure stop! Instead make your work more pleasurable - Donald Trump,09-13-2014 23:36:38,149,205,false,510935115640610816"
1,@BenTrolling: @realDonaldTrump @EastonWestwood Donald Trump has more know how grit and integrity than George W. Bush. Very true!
0,Secretary Kerry cannot get other nations to join us in fighting ISIS. They are afraid and he is a poor salesman who reps a pathetic leader!
1,@BenTrolling: @realDonaldTrump @EastonWestwood Disclosing his finances would make Donald Trump the most wealthy President ever! So true!
1,@EastonWestwood: Please run for President again! America is almost finished but might have a chance if you're President in Jan.2017.
1,@Kstork48G: @realDonaldTrump I would love for you to run. What would be your plan on stopping ISIS?? Military mom here. Love you
1,@hawkeye3073: @realDonaldTrump I know you hear this endlessly but you would definitely have my vote should you run in 2016 #MuchRespect
0,@JohnnySanaC: Kinda early to decide but i'm going to be @realDonaldTrump for halloween lol  Have fun!
1,@jeffpurcell50: @realDonaldTrump @ghosttoast99 he will help. He is a great man!
0,@Lauraaachinn: @realDonaldTrump for President 2016. I would be first in line at the polls.
0,"@shoreline1996 DonaldTrump Please for all of humanity run for President. But use your money to campaign so you don't need to return favors.,09-13-2014 22:05:24,30,108,false,510912155966005248"
1,"@Ripnitz: @realDonaldTrump PLEASE run for President!!! We need you to straighten out this Country!!,09-13-2014 22:00:55,30,74,false,510911026842574848"
1,@CandyStiltz: @realDonaldTrump Please run. I'd like someone with a back bone and can make decisions in office. Remember what you said!
1,@ghosttoast99: @realDonaldTrump Mr. Trump please help us get an autism service dog for our son Carson. How much do you need?
0,@samanthaviner01: @realDonaldTrump for president
0,Always be prepared to start. - Joe Montana
0,ObamaCare has cut workers pay by over $22B &amp; eliminated 350000+ small business jobs http://t.co/AdsN1jVf7I Repeal before it's too late!
0,Sen. Kay Hagan voted for Amnesty &amp; ObamaCare. She is a proven liberal who recklessly goes along with Obama. Vote @ThomTillis in November!
1,Offering river lake &amp; skyline views @TrumpChicagos 339 5 Star rooms range from Deluxe Suites to Spa Guestrooms http://t.co/YByppBxGvB
0,The so-called moderate Syrian rebels pledged their allegiance to ISIS after Obamas address. We should not be arming them!
0,.@DonaldJTrumpJrs @CNBC interview discussing the starving demand that is fueling high-end luxury http://t.co/SuLDq6m1g5
0,Via @HeraldBusiness by @hannahbsampson: @TrumpDoral looking to hire hundreds  http://t.co/rYKTW0JRq5
0,With a @SharkGregNorman designed course directly along the water @Trump_Charlotte is North Carolinas elite club http://t.co/HEMVkgRkgv
0,The judge in the Oscar Pistorious case is a total moron. She said he didn't act like a killer. This is another O.J. disaster!
0,"@jenniii0rozco: @realDonaldTrump you should be our new president ..,09-12-2014 09:49:29,17,64,false,510364568473051136"
0,My interview on 9/13/01 with a German reporter after visiting Ground Zero https://t.co/uJC4G64xyN
1,On 9/11 we pray for the victims and their families of the attack and give thanks to all who have sacrificed for justice &amp; our freedom.
1,@Yankee_RangerNV The silver lining in you not buying the Bills is that you can HOPEFULLY rescue what's left of this country&amp; RUN! So true!
1,They should have rebuilt the two buildings of the World Trade Center exactly as they were except taller and stronger. A better statement!
0,I can't believe that the judge in the Oscar Pistorious case has found him not guilty of murder. No one has been more guilty since O.J.!
0,@orlando_tina: @realDonaldTrump I wish you were president sir!
0,Can you believe that our very stupid politicians released the leader of ISIS and now we are spending billions trying to get him back!
0,@bebe_el_mejor: @realDonaldTrump Mr. Trump you are one of the people I most admire ! Greetings from Venezuela!. Thanks.
1,@EnhancedEddie: @realDonaldTrump trump you will make the greatest president since Lincoln Wow nice!
1,@therachelgibson: Seriously there is nobody who can fix this country but you. It's now or never! We need you. #USA #nowornever  So true!
0,@NateZito: @realDonaldTrump you should be the next president Don Thanks.
1,"@IndyBuffaloJim: The American public will fall deeper in debt and will crush our middle class. Another plan of our Socialistic President.,09-11-2014 08:52:27,64,84,false,509987825245511681"
0,@Silverfoxgranny:  #SaudiArabia Saudi Arabia are nothing but mouth pieces bullies cowards. They have the money but no guts
1,@joeyjoe78:  Great point! Freedom is not free and the American people are tired of paying for it! It's time for other nations to pay up!
0,"@RealJimPeterson: @realDonaldTrump That's right we aided in their wealth and their silence on this matter demonstrates their acceptance.,09-11-2014 08:49:43,6,23,false,509987136373002240"
1,"@dale_schrock: @realDonaldTrump So true.. They should pay up for our protection and by the way stop persecuting Christians over there too!,09-11-2014 08:49:11,21,37,false,509987005821091840"
0,@kevinb____: @realDonaldTrump Saudi Arabia is already paying ISIS
1,@TwatterTwatTwit: @realDonaldTrump you are 100% right. Enough is enough.
1,@johnmichael328: @realDonaldTrump Great question...agreed
1,@nick2travel: @realDonaldTrump They should pay us FREE OIL for the next 100 years.
0,@KingofPolitics: @realDonaldTrump Donald in the House. You nailed it down.
0,@Kalozap: Obama's mind IsIs ebola etc.... and then thinking boy I wish I was on the golf coarse. What should I wear on the Links
0,Tell Saudi Arabia and others that we want (demand!) free oil for the next ten years or we will not protect their private Boeing 747s.Pay up!
1,Middle Eastern countries must participate militarily (no running away) and big league financially in order for us to go in and save them!
1,I just want to know how much is Saudi Arabia and others who we are helping willing to pay for our saving from total extinction. Pay up now!
1,If Obama resigns from office NOW thereby doing a great service to the countryI will give him free lifetime golf at any one of my courses!
1,Attention Arnold Palmer:  Happy Birthday Arnold. There is no one like you --The King! @KingdomMag  http://t.co/Cde5TciZdw
1,Flashback from October 2013: Donald Trump demands larger iPhone screen http://t.co/5CCg8p8N2O Youre welcome! Apple listened.
0,Imposing dunes on the Aberdeenshire coastline @TrumpScotlands Championship course is a classical Scottish links http://t.co/f2BuzvbhcD
0,@ApprenticeNBC: Donald Trump Talks Joan Rivers http://t.co/8RyhDimJ09 via @TVGrapevine by @TVG_Sammi
0,38 stories high @TrumpWaikikis 462 luxury guest rooms &amp; suites offer exceptional services http://t.co/XrXAnJj7Wb
1,Where serenity meets luxury: Trump Natl Jupiters Spa offers treatments which help restore youthful vitality http://t.co/7Pp2Mx0h6x
0,I made a great deal of money in Atlantic City but left years ago when I saw so many political mistakes being made. I have ZERO involvement!
1,@DiamondsLPN: @realDonaldTrump Would you please run for President? People respect you!!! And know you don't play around!
1,@WeddingBandWNY: @realDonaldTrump Thank you!!! Love Buffalo! My great honor!
1,@terriduncan73: @realDonaldTrump I would definately vote for you ??
0,@Aguilar845: @realDonaldTrump For President #2016
1,@vix3361: @realDonaldTrump you speak the truth True!
1,Always remember that the future comes one day at a time. - Dean Acheson
0,Windmills are the greatest threat in the US to both bald and golden eagles. Media claims fictional global warming is worse.
1,ICYMI via @foxnewsinsider my @foxandfriends from yesterday on Obamas dangerous disconnect http://t.co/8a5COQuAG8
0,In '09 Obama released the ISIS chief. The terrorist gloated Ill see you in New York http://t.co/OtWXYrlsoP Historic nat'l sec. error
0,Why are we giving away our entire strategy and tactics we will deploy against ISIS? It puts our troops at a disadvantage.
0,Fact  Obama still has not fixed the backend of the ObamaCare website. This could be the greatest internet boondoggle in history.
1,Boasting @AAAFiveDiamond &amp; @ForbesInspector 5 Star ratings @TrumpNewYorks @jeangeorges features a superb menu http://t.co/8CK5Pcdfsf
0,Soaring 92 stories @TrumpChicago boasts a @ForbesInspector 5 Star rating for both its hotel &amp; restaurant http://t.co/vxSW4NZJLL
1,@trixdelavega @realDonaldTrump please announce miss universe 2014 host as soon as possible  Very soon.
0,@nursedebi @realDonaldTrump thank you for your support #CDCwhistleblower You're welcome.
1,@dragonfly125 @realDonaldTrump loved that season!!!!! #RIPJoanRivers Everyone did thanks.
1,@Cringe_Fringe @Joan_Rivers You were a good friend to Joan and I enjoyed the Apprentice show with her.  Thanks Mr. Trump. Thank you.
1,The Trump Signature Collection  available @Macys offers top new designs for your fall wardrobe. Dress your best! http://t.co/hotvBijHrI
1,@JoePerry: Always good to see @realDonaldTrump Rock and Rollin' at the Aerosmith show. Joe--it was great meeting you--fantastic concert.
0,@TheBigJamesG: What kind of president doesn't get playing golf after a cruel beheading isn't the thing to do? Detached from reality he is
0,"@teeblack011: @realDonaldTrump: @tweets_business: @realDonaldTrump http://t.co/wYbBBjIZTp"""""
0,New poll states that a record number of Americans have lost all faith in President Obama - duh!
0,Everything you can imagine is real. Pablo Picasso
0,Learning is a new beginning we can give ourselves every day.  Trump: How to Get Rich
0,With the labor participation rate at a 36 yr. low over 92M Americans are out of the work force.
0,@SassyPantsjj Please do more Apprentices' know you're busy but once a year is NOT ENOUGH !!!!  Love that show !!! Thanks.
0,If amnesty is so popular according to the DC ruling class then why is Obama delaying his executive action until after the election?
0,Home of the iconic Ailsa a four time @The_Open course @TrumpTurnberry is a landmark on the Ayrshire coastline http://t.co/qMVZJzHtLq
1,@mtthwdvs: @realDonaldTrump Joan was a great woman. always funny and she had excellent chemistry with you on Celebrity Apprentice!
1,@ESPNNFL: Our @FrankCaliendo was AWESOME as as Bill Belichick Ron Jaws Donald Trump and Jerry Jones. MUST WATCH: http://t.co/uDHvLwQVRM
1,@216th: @realDonaldTrump you made joan rivers very happy when u rightfully chose her to win apprentice.
1,"@KandaceC1: @realDonaldTrump when am I gonna get to see some more of The Apprentice??? I miss seeing you weekly!:  Soon!,09-08-2014 12:29:50,7,36,false,508955368681373697"
0,@JonesTigger0828: @foxandfriends @realDonaldTrump it just blows the mind that this President is still in office.
1,@boobunni_: Might buy a tv just to see @realDonaldTrump on Monday mornings on @foxandfriends Great.
1,@TalismanJohnnyA: @foxandfriends: You can bet your rear-ends that D. T.  WOULD have a strategy and WOULD HAVE A YEAR AGO. Great segment!.
0,"@__________IAN: No one respects golf more than me but there is a time and place for everything""- Mr.Trump hitting the nail on the head!"""
1,@Cordizzzle: @HowardStern getting a lot of praise from @realDonaldTrump on Fox News about Joan Rivers funeral. ?? Howard did a great job!
1,@MrsWilbert: @realDonaldTrump @foxandfriends now that I know you're on every Monday I'll definitely be listening
